,Symbol,Name,EV/EBIT, MV , TDebt , EBIT 
1892,NOVT,NOVANTA INC,45.2497684," 1,352,163,968.00 "," 119,449,000.00 "," 32,522,000.00 "
907,ERI,ELDORADO RESORTS INC,45.45514913," 1,817,235,456.00 "," 2,226,590,976.00 "," 88,963,000.00 "
100,AIV,APARTMENT INVT & MGMT,45.47083424," 7,508,238,336.00 "," 4,344,371,200.00 "," 260,664,000.00 "
2532,STFC,STATE AUTO FINANCIAL,45.53101862," 1,002,516,160.00 "," 122,100,000.00 "," 24,700,000.00 "
1434,IT,GARTNER INC,45.63709414," 10,993,075,200.00 "," 3,428,064,000.00 "," 315,996,000.00 "
777,DIOD,DIODES INC,45.72095352," 1,349,515,776.00 "," 401,230,976.00 "," 38,292,000.00 "
2638,TMO,THERMO FISHER SCIENTIFIC,45.80226979," 75,803,213,824.00 "," 16,896,000,000.00 "," 2,023,900,000.00 "
2907,WLTW,WILLIS TOWERS WATSON PLC,45.81248293," 19,823,740,928.00 "," 4,182,000,128.00 "," 524,000,000.00 "
747,DCT,DCT INDUSTRIAL TRUST INC,45.86749258," 5,647,285,760.00 "," 1,624,729,984.00 "," 158,544,000.00 "
728,CXP,COLUMBIA PPTY TR INC,45.97117274," 2,565,332,480.00 "," 1,460,409,088.00 "," 87,571,000.00 "
2273,RH,RH,46.0260629," 1,638,164,224.00 "," 802,874,048.00 "," 53,036,000.00 "
2697,TTGT,TECHTARGET INC,46.04272832," 276,755,168.00 "," 35,921,000.00 "," 6,791,000.00 "
1170,GNTY,GUARANTY BANCSHARES INC,46.07146892," 328,068,192.00 "," 54,325,000.00 "," 8,300,000.00 "
1178,GOV,GOVERNMENT PPTY INCOME,46.12766022," 1,759,410,304.00 "," 1,377,086,080.00 "," 67,996,000.00 "
2390,SEAS,SEAWORLD ENTMT INC,46.19544756," 1,149,977,344.00 "," 1,596,803,968.00 "," 59,460,000.00 "
1981,OII,OCEANEERING INTL INC,46.23828871," 2,379,106,816.00 "," 795,799,040.00 "," 68,664,000.00 "
84,AGNC,AGNC INVESTMENT,46.40662328," 7,655,938,048.00 "," 39,536,001,024.00 "," 1,017,000,000.00 "
2105,PGRE,PARAMOUNT GROUP INC,46.83177822," 4,230,052,352.00 "," 3,337,963,008.00 "," 161,600,000.00 "
1684,MCY,MERCURY GENERAL CORP,46.872286," 3,127,842,560.00 "," 372,860,992.00 "," 74,686,000.00 "
488,CCRN,CROSS COUNTRY HEALTHCARE,47.10742203," 467,127,040.00 "," 35,344,000.00 "," 10,651,000.00 "
1975,OFIX,ORTHOFIX INTL NV,47.16563499," 897,279,040.00 ", -   ," 19,024,000.00 "
1816,MYGN,MYRIAD GENETICS INC,47.60992916," 2,229,025,536.00 "," 99,100,000.00 "," 48,900,000.00 "
755,DEI,DOUGLAS EMMETT INC,47.80727239," 7,263,247,872.00 "," 4,317,490,176.00 "," 242,238,000.00 "
245,ATVI,ACTIVISION BLIZZARD INC,47.88301726," 48,564,072,448.00 "," 4,386,999,808.00 "," 1,106,000,000.00 "
108,AKR,ACADIA REALTY TRUST,47.91891096," 2,559,281,664.00 "," 1,617,666,048.00 "," 87,167,000.00 "
152,AMPH,AMPHASTAR PHARMA INC,47.99662567," 720,194,112.00 "," 46,312,000.00 "," 15,970,000.00 "
1653,MAA,MID-AMER APT CMNTYS,48.08649543," 12,532,833,280.00 "," 4,576,678,400.00 "," 355,807,000.00 "
2525,STAG,STAG INDL INC,48.20921073," 2,660,302,336.00 "," 1,124,651,008.00 "," 78,511,000.00 "
27,ACC,AMERICAN CAMPUS COMMUN,48.30003397," 6,670,459,392.00 "," 2,360,680,960.00 "," 186,980,000.00 "
576,CMCO,COLUMBUS MCKINNON CORP,48.32751953," 729,892,160.00 "," 429,630,016.00 "," 23,993,000.00 "
815,DSPG,DSP GROUP INC,48.35102053," 261,433,968.00 ", -   ," 5,407,000.00 "
2435,SITE,SITEONE LANDSCAPE SUPPLY,48.60083114," 2,031,483,136.00 "," 490,900,000.00 "," 51,900,000.00 "
2802,VG,VONAGE HLDGS CORP,48.9995678," 1,834,674,048.00 "," 315,769,984.00 "," 43,887,000.00 "
325,BFS,SAUL CENTERS INC,49.04730381," 1,816,600,064.00 "," 965,363,008.00 "," 56,720,000.00 "
2719,TYL,TYLER TECHNOLOGIES INC,49.07126043," 6,345,257,472.00 ", -   ," 129,307,000.00 "
2302,ROIC,RETAIL OPPORTUNITY INVTS,49.11660266," 2,458,532,352.00 "," 1,331,844,992.00 "," 77,171,000.00 "
1247,HDNG,HARDINGE INC,49.14392711," 173,264,304.00 "," 4,735,000.00 "," 3,622,000.00 "
2022,OSIS,OSI SYSTEMS INC,49.74454454," 1,561,751,168.00 "," 347,145,984.00 "," 38,374,000.00 "
1509,KMI,KINDER MORGAN INC,49.78225637," 43,168,337,920.00 "," 38,374,998,016.00 "," 1,638,000,000.00 "
1957,NYT,NEW YORK TIMES CO,50.29158323," 3,037,031,424.00 "," 248,568,000.00 "," 65,331,000.00 "
334,BHB,BAR HBR BANKSHARES,50.31340609," 404,284,480.00 "," 915,083,968.00 "," 26,223,000.00 "
5,AAOI,APPLIED OPTOELECTRONICS,50.42731197," 1,118,157,184.00 "," 27,366,000.00 "," 22,720,000.00 "
166,ANET,ARISTA NETWORKS INC,50.68538795," 12,397,545,472.00 "," 38,672,000.00 "," 245,361,000.00 "
666,CSBK,CLIFTON BANCORP INC,50.74881357," 225,875,376.00 "," 324,800,000.00 "," 10,851,000.00 "
775,DHX,DHI GROUP INC,50.78554432," 100,819,000.00 "," 69,922,000.00 "," 3,362,000.00 "
491,CDE,COEUR MINING INC,50.80732963," 1,647,575,168.00 "," 284,780,000.00 "," 38,033,000.00 "
870,ELLI,ELLIE MAE INC,50.815762," 2,876,449,024.00 "," 28,000.00 "," 56,606,000.00 "
1609,LOB,LIVE OAK BANCSHARES INC,50.94620879," 863,570,560.00 "," 62,173,000.00 "," 18,171,000.00 "
1192,GRIF,GRIFFIN INDUSTRIAL RLTY,50.97968852," 176,469,056.00 "," 122,068,000.00 "," 5,856,000.00 "
2668,TRMB,TRIMBLE INC,51.26565623," 9,774,121,984.00 "," 612,299,968.00 "," 202,600,000.00 "
2822,VOXX,VOXX INTERNATIONAL CORP,51.2862531," 193,282,400.00 "," 116,743,000.00 "," 6,045,000.00 "
215,ASBB,ASB BANCORP INC NC,51.29765327," 166,104,672.00 "," 20,311,000.00 "," 3,634,000.00 "
417,BWA,BORG WARNER INC,51.39006512," 9,713,073,152.00 "," 2,219,699,968.00 "," 232,200,000.00 "
2606,TFSL,TFS FINL CORP,51.4061921," 4,160,662,784.00 "," 3,570,263,040.00 "," 150,389,000.00 "
767,DGI,DIGITALGLOBE INC,51.49793203," 2,175,668,992.00 "," 1,250,499,968.00 "," 66,500,000.00 "
611,COHR,COHERENT INC,51.52255656," 5,743,080,448.00 "," 658,185,024.00 "," 124,242,000.00 "
1928,NVDA,NVIDIA CORP,51.73815543," 99,485,999,104.00 "," 2,076,000,000.00 "," 1,963,000,000.00 "
45,ADBE,ADOBE SYSTEMS INC,51.74908963," 76,033,867,776.00 "," 1,888,397,952.00 "," 1,505,580,000.00 "
758,DEPO,DEPOMED INC,52.32837259," 376,044,320.00 "," 629,550,016.00 "," 19,217,000.00 "
1914,NTCT,NETSCOUT SYSTEMS INC,52.45240561," 2,918,951,680.00 "," 300,000,000.00 "," 61,369,000.00 "
1142,GIMO,GIGAMON INC,52.50402872," 1,609,038,464.00 ", -   ," 30,646,000.00 "
1529,KRG,KITE REALTY GROUP TRUST,52.5147511," 1,750,133,632.00 "," 1,676,663,936.00 "," 65,254,000.00 "
272,AXTI,AXT INC,52.52648114," 299,348,416.00 ", -   ," 5,699,000.00 "
1069,FPI,FARMLAND PARTNERS INC,52.68107558," 355,864,096.00 "," 485,400,000.00 "," 15,969,000.00 "
1904,NSA,NATIONAL STORAGE AFFIL,52.87628513," 1,620,476,032.00 "," 969,140,032.00 "," 48,975,000.00 "
1377,ILMN,ILLUMINA INC,52.92646245," 30,283,319,296.00 "," 1,174,000,000.00 "," 594,359,000.00 "
133,ALXN,ALEXION PHARMACEUTICALS,52.95632395," 32,388,605,952.00 "," 3,251,000,064.00 "," 673,000,000.00 "
510,CEVA,CEVA INC,53.08850849," 871,978,752.00 ", -   ," 16,425,000.00 "
2444,SLAB,SILICON LABORATORIES INC,53.17406508," 3,231,436,800.00 "," 335,639,008.00 "," 67,083,000.00 "
1397,INOV,INOVALON HOLDINGS INC,53.31462797," 2,092,402,304.00 "," 251,522,000.00 "," 43,964,000.00 "
2655,TPRE,THIRD POINT REINSURANCE,53.42700515," 1,471,147,136.00 "," 810,185,984.00 "," 42,700,000.00 "
1921,NUAN,NUANCE COMMUNICATIONS,53.48563827," 4,591,610,368.00 "," 2,600,656,896.00 "," 134,471,000.00 "
1070,FPO,FIRST POTOMAC REALTY TR,53.52111931," 682,114,304.00 "," 645,262,976.00 "," 24,801,000.00 "
24,AC,ASSOCIATED CAPITAL GROUP,53.76835193," 803,030,336.00 ", -   ," 14,935,000.00 "
2008,OPOF,OLD POINT FINL CORP,53.83096657," 152,223,088.00 "," 73,221,000.00 "," 4,188,000.00 "
597,CNMD,CONMED CORP,54.05674578," 1,381,126,016.00 "," 496,480,992.00 "," 34,734,000.00 "
56,ADSW,ADVANCED DISPOSAL SVCS,54.29892318," 2,097,550,208.00 "," 1,926,000,000.00 "," 74,100,000.00 "
1054,FNHC,FEDERATED NATL HOLDING,54.32522687," 162,457,024.00 "," 4,919,000.00 "," 3,081,000.00 "
1582,LIND,LINDBLAD EXPEDITIONS INC,54.35359267," 486,713,888.00 "," 165,800,992.00 "," 12,005,000.00 "
1426,IRT,INDEPENDENCE RLTY TRUST,54.60443788," 654,102,272.00 "," 764,521,024.00 "," 25,980,000.00 "
129,ALR,ALERE INC,54.77829264," 4,348,212,736.00 "," 2,907,446,016.00 "," 132,455,000.00 "
538,CHTR,CHARTER COMM INC,54.91115371," 119,002,120,192.00 "," 63,247,998,976.00 "," 3,319,000,000.00 "
520,CGNX,COGNEX CORP,54.97606939," 9,279,685,632.00 ", -   ," 168,795,000.00 "
1295,HONE,HARBORONE BANCORP INC,55.13758555," 521,491,584.00 "," 265,818,000.00 "," 14,279,000.00 "
539,CHUBA,COMMERCEHUB INC SERIES A,55.58904568," 937,068,160.00 "," 6,000,000.00 "," 16,965,000.00 "
1989,OLN,OLIN CORP,55.745948," 5,165,636,096.00 "," 3,625,499,904.00 "," 157,700,000.00 "
756,DEL,DELTIC TIMBER CORP,55.82790142," 982,454,976.00 "," 240,846,000.00 "," 21,912,000.00 "
953,EXPE,EXPEDIA INC,55.84418567," 21,894,864,896.00 "," 3,220,945,920.00 "," 449,748,000.00 "
1817,MYL,MYLAN NV,55.99236796," 17,289,699,328.00 "," 14,989,900,800.00 "," 576,500,000.00 "
170,ANH,ANWORTH MORTGAGE ASSET,56.34432831," 585,795,520.00 "," 4,649,325,056.00 "," 92,913,000.00 "
2276,RHT,RED HAT INC,57.04114595," 18,871,095,296.00 "," 751,172,992.00 "," 344,002,000.00 "
964,FARM,FARMER BROS CO,57.04301179," 544,472,000.00 "," 45,695,000.00 "," 10,346,000.00 "
946,EXAC,EXACTECH INC,57.26620384," 430,443,008.00 "," 14,000,000.00 "," 7,761,000.00 "
2662,TREE,LENDINGTREE INC,57.47673172," 2,764,454,400.00 "," 232,095,008.00 "," 52,135,000.00 "
169,ANGO,ANGIODYNAMICS INC,57.6797301," 636,136,640.00 "," 96,320,000.00 "," 12,686,000.00 "
2746,UHT,UNIVERSAL HEALTH REALTY,58.16499087," 1,012,761,600.00 "," 273,499,008.00 "," 22,114,000.00 "
703,CUDA,BARRACUDA NETWORKS INC,58.23984137," 1,276,533,632.00 "," 4,044,000.00 "," 21,988,000.00 "
119,ALGN,ALIGN TECHNOLOGY INC,58.31393485," 14,144,977,920.00 ", -   ," 242,566,000.00 "
2429,SIFI,SI FINANCIAL GROUP,58.41774626," 163,802,304.00 "," 195,350,000.00 "," 6,148,000.00 "
1195,GRUB,GRUBHUB INC,58.46964652," 4,902,796,800.00 ", -   ," 83,852,000.00 "
1793,MTGE,MTGE INVESTMENT CORP,58.57049062," 863,286,656.00 "," 4,005,561,088.00 "," 83,128,000.00 "
1845,NDAQ,NASDAQ INC,58.7697254," 12,374,595,584.00 "," 3,552,000,000.00 "," 271,000,000.00 "
1133,GGG,GRACO INC,58.83236707," 6,399,222,784.00 "," 322,080,992.00 "," 114,245,000.00 "
2018,ORN,ORION GROUP HOLDINGS,59.41388008," 159,631,808.00 "," 86,104,000.00 "," 4,136,000.00 "
1767,MRCY,MERCURY SYSTEMS INC,59.45688125," 2,297,176,064.00 ", -   ," 38,636,000.00 "
2910,WMB,WILLIAMS COMPANIES INC,59.90853413," 24,890,462,208.00 "," 23,275,999,232.00 "," 804,000,000.00 "
190,APTS,PREFERRED APT CMNTYS INC,60.02251776," 598,455,936.00 "," 1,468,763,392.00 "," 34,440,730.00 "
2217,QLYS,QUALYS INC,60.12374559," 1,831,068,672.00 ", -   ," 30,455,000.00 "
1089,FSP,FRANKLIN STREET PPTYS CO,60.20496152," 1,062,659,200.00 "," 1,065,224,960.00 "," 35,344,000.00 "
395,BRG,BLUEROCK RESIDENT REIT,60.49939815," 249,329,328.00 "," 775,590,976.00 "," 16,941,000.00 "
362,BLL,BALL CORP,60.85312651," 13,994,006,528.00 "," 7,548,000,256.00 "," 354,000,000.00 "
2835,VRTU,VIRTUSA CORP,60.96113296," 1,042,297,600.00 "," 104,869,000.00 "," 18,818,000.00 "
2710,TWNK,HOSTESS BRANDS INC,61.15975382," 1,727,680,768.00 "," 1,001,083,968.00 "," 44,617,000.00 "
22,ABT,ABBOTT LABORATORIES,61.21105381," 88,783,183,872.00 "," 24,089,999,360.00 "," 1,844,000,000.00 "
2414,SGMS,SCIENTIFIC GAMES CORP,61.66646542," 3,161,163,264.00 "," 8,105,299,968.00 "," 182,700,000.00 "
2025,OSUR,ORASURE TECHNOLOGIES INC,61.76194302," 1,255,187,968.00 ", -   ," 20,323,000.00 "
2081,PEI,PENNSYLVANIA REAL ESTATE,61.85618131," 808,752,192.00 "," 1,636,670,080.00 "," 39,534,000.00 "
1206,GTT,GTT COMMUNICATIONS INC,61.96129107," 1,274,473,216.00 "," 1,118,224,000.00 "," 38,616,000.00 "
2734,UDR,UDR INC,62.82624874," 10,739,118,080.00 "," 3,634,648,064.00 "," 228,786,000.00 "
1323,HTBI,HOMETRUST BANCSHARES INC,63.36790597," 435,631,040.00 "," 696,499,968.00 "," 17,866,000.00 "
706,CUZ,COUSINS PROPERTIES INC,63.39890815," 3,863,935,488.00 "," 1,019,619,008.00 "," 77,029,000.00 "
377,BOBE,BOB EVANS FARMS INC,63.61839158," 1,327,565,568.00 "," 2,695,000.00 "," 20,910,000.00 "
2363,SBAC,SBA COMMUNICATIONS CORP,63.99344403," 18,113,878,016.00 "," 8,678,705,152.00 "," 418,677,000.00 "
1300,HPP,HUDSON PAC PPTYS INC,64.02071044," 5,071,029,248.00 "," 2,598,779,904.00 "," 119,802,000.00 "
1268,HIIQ,HEALTH INS INNOVATIONS,64.03330175," 535,190,336.00 ", -   ," 8,358,000.00 "
479,CCI,CROWN CASTLE INTL CORP,64.16522614," 43,190,243,328.00 "," 13,841,264,640.00 "," 888,886,000.00 "
475,CC,THE CHEMOURS COMPANY,64.20781877," 8,899,979,264.00 "," 4,070,000,128.00 "," 202,000,000.00 "
669,CSGP,COSTAR GROUP INC,65.11172413," 9,245,631,488.00 "," 304,825,984.00 "," 146,678,000.00 "
1741,MMSI,MERIT MED SYSTEMS INC,66.83492254," 2,042,772,992.00 "," 241,912,000.00 "," 34,184,000.00 "
1093,FTK,FLOTEK INDUSTRIES INC,66.86824439," 299,850,016.00 "," 42,716,000.00 "," 5,123,000.00 "
623,COR,CORESITE REALTY CORP,67.52292643," 5,621,677,056.00 "," 769,502,976.00 "," 94,652,000.00 "
2548,SUI,SUN COMMUNITIES INC,67.56101732, -   , -   ," 154,696,000.00 "
1303,HQY,HEALTHEQUITY INC,67.59747637," 2,712,010,752.00 ", -   ," 40,120,000.00 "
1756,MORE,MONOGRAM RESIDENTIAL TR,67.8451988," 1,999,313,280.00 "," 1,518,595,968.00 "," 51,852,000.00 "
582,CMO,CAPSTEAD MORTGAGE CORP,68.02306848," 915,877,824.00 "," 12,577,110,016.00 "," 198,359,000.00 "
1649,LYV,LIVE NATION ENT INC,68.50274259," 8,290,829,824.00 "," 2,315,586,816.00 "," 154,832,000.00 "
146,AMH,AMERICAN HOMES 4 RENT,68.58737404," 7,256,212,992.00 "," 2,434,702,848.00 "," 141,293,000.00 "
137,AMBC,AMBAC FINL GROUP INC,69.02409738," 794,611,072.00 "," 15,037,446,144.00 "," 229,370,000.00 "
314,BEAT,BIOTELEMETRY INC,69.13514235," 1,220,461,184.00 "," 24,801,000.00 "," 18,012,000.00 "
1417,IPHI,INPHI CORP,69.17279634," 1,585,631,232.00 "," 410,834,016.00 "," 28,862,000.00 "
543,CIA,CITIZENS INC,69.875207," 383,125,760.00 ", -   ," 5,483,000.00 "
361,BLKB,BLACKBAUD INC,70.27002357," 3,934,576,896.00 "," 387,661,984.00 "," 61,509,000.00 "
2052,PBIP,PRUDENTIAL BANCORP INC,70.40468987," 165,021,792.00 "," 108,078,000.00 "," 3,879,000.00 "
1694,MDRX,ALLSCRIPTS HEALTHCARE,70.42561104," 2,411,170,304.00 "," 1,346,529,024.00 "," 53,357,000.00 "
2072,PDM,PIEDMONT OFFICE RLTY TR,70.49390885," 2,933,078,272.00 "," 2,058,242,944.00 "," 70,805,000.00 "
602,CNSL,CONSOLIDATED COMM,70.51292835," 1,290,305,152.00 "," 1,399,972,992.00 "," 38,158,000.00 "
21,ABMD,ABIOMED INC,70.59002502," 6,433,033,216.00 "," 16,153,999.00 "," 91,343,000.00 "
210,ARRS,ARRIS INTERNATIONAL PLC,70.88684322," 5,133,947,904.00 "," 2,231,833,088.00 "," 103,909,000.00 "
2059,PCH,POTLATCH CORP,71.23533735," 1,953,384,192.00 "," 579,316,992.00 "," 35,554,000.00 "
2991,ZEUS,OLYMPIC STEEL INC,71.91386475," 197,747,632.00 "," 211,658,000.00 "," 5,693,000.00 "
1187,GPT,GRAMERCY PROPERTY TRUST,71.94447355," 4,604,603,904.00 "," 2,398,615,040.00 "," 97,342,000.00 "
2448,SLG,SL GREEN REALTY CORP,72.2677068," 9,698,988,032.00 "," 6,418,734,080.00 "," 223,028,000.00 "
94,AIG,AMERICAN INTL GROUP,72.31316182, -   , -   ," 1,186,000,000.00 "
374,BNCL,BENEFICIAL BANCORP INC,72.72170936," 1,129,985,664.00 "," 540,432,000.00 "," 22,970,000.00 "
1485,KBR,KBR INC,73.17816," 2,417,126,400.00 "," 510,000,000.00 "," 40,000,000.00 "
1764,MPWR,MONOLITHIC POWER SYSTEMS,74.08291925," 4,242,284,288.00 ", -   ," 57,264,000.00 "
2798,VEEV,VEEVA SYSTEMS INC,74.23866904," 8,139,156,480.00 ", -   ," 109,635,000.00 "
1146,GLDD,GREAT LAKES DREDGE & DOC,74.3684887," 242,550,544.00 "," 422,155,008.00 "," 8,938,000.00 "
1773,MRVL,MARVELL TECHNOLOGY GROUP,74.61405893," 8,731,038,720.00 ", -   ," 117,016,000.00 "
2860,WAGE,WAGEWORKS INC,74.97203363," 2,332,392,704.00 "," 244,621,008.00 "," 34,373,000.00 "
2045,PAYC,PAYCOM SOFTWARE INC,75.51444575," 4,366,288,384.00 "," 34,618,000.00 "," 58,279,000.00 "
647,CRAY,CRAY INC,76.80600585," 761,992,384.00 ", -   ," 9,921,000.00 "
723,CWCO,CONSOLIDATED WATER CO,77.52002811," 181,416,032.00 "," 392,000.00 "," 2,345,304.00 "
1897,NPTN,NEOPHOTONICS CORP,79.09010227," 259,650,848.00 "," 40,417,000.00 "," 3,794,000.00 "
167,ANF,ABERCROMBIE & FITCH,80.48183935," 909,716,672.00 "," 312,900,000.00 "," 15,188,000.00 "
548,CIR,CIRCOR INTERNATIONAL INC,80.63716212," 794,620,736.00 "," 252,856,000.00 "," 12,990,000.00 "
2672,TRNO,TERRENO REALTY CORP,80.75217664," 1,890,792,576.00 "," 384,076,992.00 "," 28,171,000.00 "
1777,MSCC,MICROSEMI CORP,81.09099117," 5,719,416,832.00 "," 1,959,900,032.00 "," 94,700,000.00 "
1402,INSY,INSYS THERAPEUTICS INC,81.11918708," 683,348,032.00 ", -   ," 8,424,000.00 "
2764,UNVR,UNIVAR INC,81.3551886," 3,830,406,912.00 "," 3,019,699,968.00 "," 84,200,000.00 "
248,AVAV,AEROVIRONMENT INC,81.5630026," 1,158,824,704.00 "," 104,000.00 "," 14,209,000.00 "
903,EQIX,EQUINIX INC,82.2771678," 36,129,112,064.00 "," 9,289,118,720.00 "," 552,015,000.00 "
1322,HTA,HEALTHCARE TR AMER INC,83.33994932," 6,423,666,688.00 "," 2,785,731,072.00 "," 110,504,000.00 "
2044,PAY,VERIFONE SYSTEMS INC,83.49747135," 2,160,671,488.00 "," 877,884,992.00 "," 36,391,000.00 "
1695,MDSO,MEDIDATA SOLUTIONS INC,83.51501791," 4,289,440,000.00 "," 270,647,008.00 "," 54,602,000.00 "
425,BZH,BEAZER HOMES USA INC,83.57116491," 478,930,048.00 "," 1,334,623,104.00 "," 21,703,000.00 "
2318,RRGB,RED ROBIN GOURMET BURGER,84.94662476," 731,067,072.00 "," 290,585,984.00 "," 12,027,000.00 "
2119,PJT,PJT PARTNERS INC,84.9513931," 1,231,795,200.00 ", -   ," 14,500,000.00 "
1505,KLDX,KLONDEX MINES LTD,85.69488524," 604,173,440.00 "," 26,798,000.00 "," 7,363,000.00 "
2603,TERP,TERRAFORM POWER INC,85.81210253," 1,932,342,528.00 "," 4,016,409,856.00 "," 69,323,000.00 "
831,EARN,ELLINGTON RESIDENTIAL,86.07835694," 192,003,600.00 "," 1,631,136,000.00 "," 21,180,000.00 "
799,DOC,PHYSICIANS REALTY TRUST,87.4792032," 3,437,844,992.00 "," 1,397,218,048.00 "," 55,271,000.00 "
1530,KRNY,KEARNY FINANCIAL CORP,88.04704944," 1,118,920,704.00 "," 806,228,032.00 "," 21,865,000.00 "
612,COHU,COHU INC,88.39995206," 521,172,512.00 "," 9,846,000.00 "," 6,007,000.00 "
1987,OLED,UNIVERSAL DISPLAY CORP,88.4086995," 6,064,659,968.00 ", -   ," 68,598,000.00 "
1393,INGN,INOGEN INC,89.70406792," 2,039,063,168.00 ", -   ," 22,731,000.00 "
1687,MDCA,MDC CORP,90.18271243," 546,324,288.00 "," 909,405,056.00 "," 16,142,000.00 "
2747,UIHC,UNITED INS HLDGS CORP,90.65963759," 646,671,360.00 "," 53,765,000.00 "," 7,726,000.00 "
876,EMKR,EMCORE CORP,91.36681808," 240,568,832.00 ", -   ," 2,633,000.00 "
1075,FRBK,REPUBLIC FIRST BANCORP,91.80720399," 475,710,368.00 "," 76,969,000.00 "," 6,020,000.00 "
1228,HAYN,HAYNES INTERNATIONAL INC,92.85871249," 392,491,616.00 "," 7,358,000.00 "," 4,306,000.00 "
1972,OFC,CORPORATE OFFICE PPTYS,94.10950289," 3,425,637,632.00 "," 1,914,512,000.00 "," 56,744,000.00 "
2250,REG,REGENCY CENTERS CORP,94.50799909," 11,031,783,424.00 "," 3,509,689,856.00 "," 153,865,000.00 "
1392,INFO,IHS MARKIT LTD,94.53299041," 18,782,750,720.00 "," 3,999,699,968.00 "," 241,000,000.00 "
848,EDR,EDUCATION REALTY TRUST,95.4034909," 2,874,991,616.00 "," 809,204,992.00 "," 38,617,000.00 "
680,CSU,CAPITAL SENIOR LIVING,95.41416697," 385,255,168.00 "," 1,010,177,024.00 "," 14,625,000.00 "
406,BSFT,BROADSOFT INC,95.96686335," 1,522,777,472.00 "," 207,697,008.00 "," 18,032,000.00 "
2420,SHEN,SHENANDOAH TELECOMM CO,96.86490509," 1,775,876,096.00 "," 844,028,992.00 "," 27,047,000.00 "
1677,MCHP,MICROCHIP TECHNOLOGY,97.56239543," 20,042,536,960.00 "," 2,995,164,160.00 "," 236,133,000.00 "
1698,MDXG,MIMEDX GROUP INC,100.178744," 1,847,882,112.00 "," 15,000.00 "," 18,446,000.00 "
2406,SFR,COLONY STARWOOD HOMES,101.224823," 4,676,790,272.00 "," 3,846,845,952.00 "," 84,205,000.00 "
619,CONE,CYRUSONE INC,105.7782613," 5,480,898,560.00 "," 1,978,199,936.00 "," 70,500,000.00 "
2224,QTS,QTS REALTY TRUST INC,107.7802506," 3,010,198,528.00 "," 1,071,224,000.00 "," 37,868,000.00 "
343,BIO,BIO-RAD LABORATORIES INC,107.8921956," 6,416,479,232.00 "," 434,890,976.00 "," 63,502,000.00 "
409,BSX,BOSTON SCIENTIFIC CO,107.9381467," 38,419,640,320.00 "," 5,834,999,808.00 "," 410,000,000.00 "
2337,RVLT,REVOLUTION LIGHTING TECH,108.166121," 160,549,584.00 "," 54,052,000.00 "," 1,984,000.00 "
160,AMZN,AMAZON COM INC,111.2215087," 463,065,907,200.00 "," 23,619,000,320.00 "," 4,376,000,000.00 "
753,DEA,EASTERLY GOVERNMENT PPTY,113.7883178," 923,902,336.00 "," 545,560,000.00 "," 12,914,000.00 "
2839,VSAT,VIASAT INC,117.2011961," 3,541,034,240.00 "," 850,142,976.00 "," 37,467,000.00 "
2497,SPSC,SPS COMM INC,117.4195923," 1,039,163,392.00 ", -   ," 8,850,000.00 "
733,CYS,CYS INVESTMENTS INC,118.0028908," 1,321,751,296.00 "," 9,377,570,816.00 "," 90,670,000.00 "
2080,PEGI,PATTERN ENERGY GROUP INC,118.5930126," 2,217,236,224.00 "," 1,860,465,920.00 "," 34,384,000.00 "
2219,QRVO,QORVO INC,119.7520431," 9,331,290,112.00 "," 989,419,968.00 "," 86,184,000.00 "
2989,ZBRA,ZEBRA TECHNOLOGIES CORP,121.86162," 5,356,143,616.00 "," 2,443,000,064.00 "," 64,000,000.00 "
2310,RP,REALPAGE INC,122.4494513," 3,430,161,664.00 "," 395,648,992.00 "," 31,244,000.00 "
2079,PEGA,PEGASYSTEMS INC,124.0379415," 4,366,383,616.00 ", -   ," 35,202,000.00 "
2369,SBNY,SIGNATURE BANK,124.3699709," 6,756,567,552.00 "," 3,567,881,216.00 "," 83,014,000.00 "
1319,HSTM,HEALTHSTREAM INC,124.684242," 766,558,720.00 ", -   ," 6,148,000.00 "
2263,REXR,REXFORD INDUSTRIAL RLTY,125.6044428," 2,187,610,880.00 "," 562,624,000.00 "," 21,896,000.00 "
939,EVI,ENVIROSTAR INC,125.6433914," 346,324,608.00 "," 4,620,000.00 "," 2,793,180.00 "
2268,RGEN,REPLIGEN CORP,125.8599555," 1,848,566,912.00 "," 97,228,000.00 "," 15,460,000.00 "
2309,ROX,CASTLE BRANDS INC,126.8686493," 221,813,104.00 "," 35,663,648.00 "," 2,029,475.00 "
2286,RLH,RED LION HOTELS CORP,127.8095277," 174,725,104.00 "," 111,057,000.00 "," 2,236,000.00 "
2799,VER,VEREIT INC,130.0598778," 8,589,964,288.00 "," 6,087,422,976.00 "," 112,851,000.00 "
44,ACXM,ACXIOM CORP,130.9473092," 1,867,684,736.00 "," 230,484,000.00 "," 16,023,000.00 "
1901,NRG,NRG ENERGY INC,132.0165409," 7,576,076,288.00 "," 16,979,000,320.00 "," 186,000,000.00 "
2702,TTWO,TAKE-TWO INTERACTIVE,135.3911073," 10,207,512,576.00 "," 212,864,000.00 "," 76,965,000.00 "
1227,HAWK,BLACKHAWK NETWORK HLDGS,138.1951888," 2,523,980,288.00 "," 626,870,016.00 "," 22,800,000.00 "
